T,Y,X1,X2,X3,obj
-1.5566364270239967,4.171037558752111,-0.04312787916183869,-0.8860029319382708,0.6581895177521687,1
-1.1748178584721845,5.1302515504568245,-0.1759556330164199,0.5275161084688961,-0.27922257855096283,1
-1.0761062686379388,4.112959020795355,0.26724483401037435,0.22558793091500934,-0.81238978968879,1
-1.9852690901252719,2.2046795378298327,-0.6049509135422783,-0.8501051940023604,-0.024582047816064878,1
-1.0234410482192018,4.456941058578746,1.0449267089307912,-0.8754746442970806,-0.2745444066282059,1
-1.9792013766220364,3.2040001360848835,-0.02050642652660184,-0.8126574331158801,-0.46591782095001055,1
-1.0432241483350444,4.928984711502358,-0.13782971663604934,0.4123591742088769,0.23944308062475794,1
-0.9296452247586743,5.333239986828594,-0.16098762878609668,-0.2605091553713432,0.7945245547984341,1
-1.1868021278440712,4.85685464480608,0.07694756610157982,-0.2216580367527846,0.24483556986816674,1
-0.7359426729813877,5.956194676186461,0.46674693574473436,0.5946900340013617,-0.1659461484119197,1
-0.5634197068477497,-0.49774879786072546,0.9369113637054414,-0.9000500990216332,-0.6985475112804419,2
-0.37752043753956527,1.3785603282767216,1.7228681916639506,-0.5130454272997131,-0.9557994290461729,2
-0.6331819474713107,1.1069032092641111,0.7104574638839956,-1.0383911501422542,0.08119849146587349,2
0.1717518987681094,3.499290644864586,0.8297066804454334,0.012113225175174325,0.634367480564536,2
-0.1519157012887517,1.4399614356476782,1.423958748495009,-0.838071815302844,-0.47550365345220286,2
-0.3968033800347006,1.4398240795631527,1.2168570732337716,-0.5817586210942499,-0.28033695465957237,2
0.3013993100736863,2.9076866702115938,1.4400140487247437,-0.7343986089475183,0.0052786168127301235,2
0.4819283328042985,3.4857746567293257,1.3459586810230806,-0.7631445941464527,0.019714186641072023,2
-0.9180604425091886,-0.591610560510708,0.7981030840564469,-1.4150184933052994,-0.5550444565118119,2
0.055871837419562344,2.9701238770076417,1.6826518467828366,-0.7256651206184972,-0.026716190576301695,2
-0.23033383964077508,4.702368813536434,1.3954257023124272,0.2532718975914727,-0.39810322697741296,3
-0.44291629702306956,4.798654366724937,1.689625008451019,-0.8952732705588017,0.11348010482676472,3
-1.437869727571694,4.264881612080713,0.5033008809468411,-0.6481681147797395,0.31772955335369574,3
-0.7571302455747293,2.7646217495409466,0.8386827562983952,-1.136766036800374,-0.12151962365305798,3
-0.7921361224504065,4.649184107848202,1.2726470618316241,-0.389731123432522,-0.1406320857363777,3
0.06808056756234195,5.375044866347733,1.2090216648381351,-0.51840027540324,0.40462259672324896,3
-1.7625216569580313,2.513212218150402,0.2184656258462082,-1.1644883435692577,-0.7908989349137899,3
0.2619758554433602,6.667089002654022,1.8078263770941019,-0.18394862281090785,-0.08484617019642135,3
-1.4244655787565257,3.38130861808959,0.6068384050992927,0.05847437702445968,-1.2050003006414753,3
-2.152987222538012,3.235255793497738,0.39711835254287364,-0.7901910705199304,-0.02752713099457979,3
-0.9401421955644202,-4.198794769755603,-0.3379325752416868,0.060121704561739486,-0.8625480010008872,4
0.7886645971685262,-0.33512777145682876,-0.30115947671072646,0.9326507281510501,0.9212805484380501,4
0.396804928618009,-2.050903145079719,-1.3920921043548253,1.5823619999701646,-0.11676113066763023,4
0.05973132088433977,-2.9777739972047232,-0.3346401021116216,0.5480146519430501,-0.8524244211226139,4
0.180791458480358,-2.344336451375506,-0.47785225155288524,0.9107285006663991,-0.8959311375089627,4
-0.07991985679778976,-3.703773117600489,-0.8084757325314997,-0.20566664625453202,0.07401433111199018,4
0.7554600744184222,-0.5175310260270639,-1.0594423470933294,1.5521470936465622,0.16373197216960483,4
0.6895865555943665,-1.5473757988090389,-1.063557075658214,0.025364793359232918,1.0370434181183397,4
1.1320739805251974,0.7883660658872615,0.42212850978673677,0.9335576011057528,-0.07470524665917262,4
-0.05872115636530395,-2.9130859586769375,-0.9779469761505495,0.13718523575540298,0.3582350823035588,4
-1.0650644794041113,-1.4980627591299847,-0.39014144509216053,-1.1927426876040879,-0.037040392294485795,5
-1.1566418697084913,-1.4567454994307594,-0.06344934655432832,-0.2926670839406662,-0.15889646762509982,5
0.25146762725130584,2.1538385912260463,0.340211127115795,0.3174702517530361,0.31289136704116755,5
-1.381308301101925,-1.7406276665608325,-0.01907512509499154,-1.573632386062077,-0.5810018564907243,5
-1.163390043845026,-1.9595633455687191,0.5441338617985778,-1.4808543311048976,-0.5315287378261203,5
-0.48568603231263624,0.686645885766578,0.29497119048485015,-1.3428717483123636,0.43180529187977235,5
-0.5334021423474664,-0.4690234986759642,-0.15472286743830366,-0.7596224694047989,-0.08363236239001899,5
-0.4748283311595149,0.7831150522477813,0.8570435273469127,-0.6043076716152052,-0.0010265065721080664,5
-0.12498902755074472,0.6319907995101803,0.7370046243761991,-0.8228813362636109,-0.09929059574033675,5
-0.8931675111041562,-0.2552430533623409,0.7772920166737659,-0.9944498157126134,-0.599477631484963,5
0.39974644975370277,-1.0706668538045954,-1.5637601250523843,1.356814807556845,0.6703444163064531,6
-0.8497330573861658,-3.1797683283568468,-1.8181523247402813,0.8783248772151377,0.0608937435973051,6
-0.3088491203706182,-3.3728970894710324,-1.5698640275370943,0.7153336011392307,0.09650654315012154,6
0.9237957306001656,-0.5642521643490184,-0.11218626586124925,1.0785372367853734,-0.4216782153852975,6
0.41084185610715157,-0.3376800787912226,-0.5634807266563027,0.01724667695666804,0.932617702304714,6
-0.12450270338553471,-2.3928788729742814,-1.2585143168825905,1.0829968025868237,-0.1812225394765397,6
0.2367203366420609,0.011739604950279037,-0.4433523957417477,1.469384263880893,-0.07258763875777664,6
0.36785302432771977,-0.6514762306328831,-0.48336399692115517,0.6514046449035411,-0.22124400255443327,6
0.7630918167877403,0.4172762751013486,0.2040014032646269,0.6610165120752609,-0.018598805379229713,6
0.04478981110972295,-1.8300648579237713,-0.9920626797922342,0.8353596984979659,-0.12098651781358437,6
1.758332733164754,-4.4817916493023,0.039528179734658164,1.0052446789044343,-0.6310730212438437,7
-0.03507213453185749,-9.031023981843603,-1.2791350086600428,0.033250685995414475,-0.38099240038305454,7
2.1974866288553763,-3.481911119209103,-0.46129990167305474,1.2454359012672251,1.0934694393496873,7
1.6787820255004573,-4.766845808034577,-0.8324843793907004,0.3161252071372864,0.8757847163870783,7
1.1213668675982817,-6.759042989835204,-0.14413160098413702,0.7406261638971203,-1.0675793927172341,7
1.260469816143284,-6.132758583497108,-0.8706199123158407,0.7803459602606819,-0.2582508231661418,7
1.239815920615226,-5.603842991441229,-0.47187897771364096,0.35659747953019294,0.020196597143556892,7
1.2082859875568757,-5.532557106069587,-1.4647413803919862,1.1022483392295261,0.28099752228446984,7
1.4373187287203368,-5.311007914783682,-0.45179779728715636,1.4354889042140344,-0.7330801955342389,7
1.8220331958031792,-5.312068350529959,-1.535002883167888,1.533071027228837,0.35698509327992783,7
